node_id,lat,lon,type,name,crossing
11356020884,37.5229358,127.0389347,crossing,,traffic_signals
11356020885,37.5232576,127.0387892,crossing,,traffic_signals
11356020886,37.5230393,127.0388898,crossing,,uncontrolled
11356020887,37.5231432,127.0388418,crossing,,uncontrolled
11356020888,37.5229209,127.0392333,crossing,,traffic_signals
11356020889,37.5228996,127.0391436,crossing,,traffic_signals
11356020890,37.5229105,127.0391897,crossing,,uncontrolled
11356020891,37.5231544,127.0393922,traffic_signals,,
11356020892,37.5232891,127.0394876,traffic_signals,,
11356020893,37.5233731,127.0391712,traffic_signals,,
11356020894,37.5231687,127.0389197,traffic_signals,,
11356020895,37.5230285,127.0388548,traffic_signals,,
11356020896,37.5228707,127.0392008,traffic_signals,,
11356103031,37.5190097,127.0500501,crossing,,traffic_signals
11356103032,37.5190435,127.0502434,crossing,,traffic_signals
11356103033,37.5189132,127.0499784,crossing,,traffic_signals
11356103034,37.5186922,127.050071,crossing,,traffic_signals
11356103035,37.5188787,127.0499928,crossing,,uncontrolled
11356103036,37.5187226,127.0500583,crossing,,uncontrolled
11356103037,37.5189917,127.0504503,crossing,,traffic_signals
11356103038,37.5187657,127.0505166,crossing,,traffic_signals
11356103039,37.5188004,127.0505064,crossing,,uncontrolled
11356103040,37.5189604,127.0504595,crossing,,uncontrolled
11356103041,37.5185788,127.0502693,crossing,,traffic_signals
11356103042,37.5186339,127.0504513,crossing,,traffic_signals
11356103043,37.5185922,127.0503135,crossing,,uncontrolled
11356103044,37.5190094,127.0502126,traffic_signals,,
11356103045,37.5188102,127.050564,traffic_signals,,
11356103046,37.5185556,127.0503329,traffic_signals,,
11356103047,37.5188695,127.0499446,traffic_signals,,
11386066194,37.5065794,127.0704459,traffic_signals,,
11431820849,37.4833733,127.0239827,crossing,,
11431820858,37.4829015,127.0218224,crossing,,
11431820866,37.4844415,127.0321124,crossing,,
11431861574,37.4930544,127.0304281,crossing,,traffic_signals
11431861583,37.4854447,127.0411013,crossing,,
11431861588,37.4897876,127.0318879,crossing,,traffic_signals
11431861607,37.4855948,127.0410715,crossing,,
11431861628,37.4860285,127.0293493,crossing,,marked
11431861632,37.4831812,127.0252072,crossing,,
11431861642,37.4838959,127.0301702,crossing,,
11431861653,37.4827831,127.0218464,crossing,,
11431861669,37.4830043,127.021685,crossing,,
11431861683,37.4840482,127.0301398,crossing,,
11431861706,37.4842196,127.029776,crossing,,
11431861710,37.4850174,127.0387528,crossing,,
11431861716,37.4931493,127.030377,crossing,,uncontrolled
11431861720,37.4845229,127.0352017,crossing,,
11431861726,37.4932177,127.0303325,crossing,,traffic_signals
11431861748,37.4861263,127.0294727,crossing,,marked
11431861752,37.4839198,127.0281778,crossing,,uncontrolled
11431861777,37.4831437,127.0226882,crossing,,
11431861787,37.4852692,127.0405263,crossing,,
11492300191,37.508276,127.0604357,crossing,,uncontrolled
11492300197,37.5089632,127.0589337,crossing,,uncontrolled
11492300203,37.5093463,127.0584597,crossing,,unmarked
11492300206,37.5099945,127.0573768,crossing,,unmarked
11492300208,37.5096321,127.0561961,crossing,,unmarked
11492300211,37.508093,127.0550032,crossing,,uncontrolled
11492300212,37.5077924,127.0542323,crossing,,uncontrolled
11492300213,37.5074958,127.0535158,crossing,,uncontrolled
11492300220,37.5067742,127.0515882,crossing,,uncontrolled
11492300221,37.5067538,127.0505843,crossing,,uncontrolled
11492300222,37.5067468,127.05024,crossing,,uncontrolled
11628666274,37.4837785,127.0271905,crossing,,
11633874740,37.4835171,127.0279811,crossing,,
11847324472,37.5010204,127.0261804,crossing,,traffic_signals
12061668158,37.4996889,127.022777,crossing,,unmarked
12061668165,37.4985367,127.0234672,crossing,,uncontrolled
12061668166,37.4984537,127.0233907,crossing,,uncontrolled
12061668168,37.4984188,127.0235241,crossing,,uncontrolled
12061673669,37.498524,127.0236431,crossing,,uncontrolled
12061673670,37.4984905,127.0235226,crossing,,uncontrolled
12061673676,37.5022064,127.0218142,crossing,,uncontrolled
12061673679,37.5016789,127.0219569,crossing,,uncontrolled
12061673682,37.5008766,127.0223147,crossing,,uncontrolled
12061673685,37.4998672,127.0228043,crossing,,uncontrolled
12061673690,37.4986494,127.024403,crossing,,unmarked
12061673697,37.4990227,127.0251813,crossing,,uncontrolled
12061673699,37.4988965,127.025242,crossing,,uncontrolled
12061673705,37.4991654,127.0256899,crossing,,unmarked
